2,0,1
5,12,6
4,5,1
10,18,12
4,10,5
4,11,10
6,3,2
1,5,2
10,11,19
45,31,47
34,26,30
18,19,30
10,12,5
12,14,8
2,5,6
18,26,17
19,18,10
20,19,11
31,30,19
17,14,12
18,17,12
26,22,17
34,22,26
44,34,46
61,44,46
49,33,44
33,22,34
33,24,21
13,7,8
34,30,46
14,17,22
18,30,26
32,31,20
45,67,46
31,45,30
47,65,45
65,67,45
47,31,32
20,31,19
32,48,47
8,3,6
12,8,6
14,13,8
94,86,68
123,94,114
123,116,93
171,164,143
223,197,187
223,232,197
93,86,94
123,93,94
91,107,81
61,49,44
86,93,67
155,164,190
115,116,142
107,115,135
107,91,115
97,107,126
96,97,126
153,124,126
95,69,96
70,81,97
70,61,81
115,143,135
46,30,45
9,13,15
8,7,3
22,21,14
21,24,15
14,21,13
22,33,21
16,9,15
9,7,13
63,83,68
63,84,83
15,23,16
48,63,68
69,71,50
224,229,193
73,53,54
75,73,54
99,74,73
299,278,257
315,299,276
336,317,299
408,377,385
273,272,231
232,273,231
305,311,273
70,69,49
67,93,81
97,96,70
155,126,135
128,159,127
159,188,158
127,159,158
128,102,131
155,153,126
189,188,153
189,221,188
37,50,51
49,61,70
117,140,137
151,166,186
142,123,152
137,166,151
109,117,137
90,109,114
94,90,114
94,68,90
83,84,109
140,141,169
137,140,166
113,112,140
117,113,140
114,109,137
92,113,117
89,88,112
259,300,262
262,300,302
302,300,337
371,339,338
370,371,338
301,262,302
331,301,302
294,261,301
371,370,400
366,339,372
397,366,372
367,334,366
338,302,337
370,338,337
339,331,338
372,339,371
366,331,339
371,400,401
331,334,296
301,331,294
302,338,331
296,334,332
253,296,295
253,294,296
295,296,332
255,295,297
255,219,253
261,294,254
261,262,301
367,397,398
401,402,372
430,401,400
431,432,402
430,431,401
430,457,431
431,457,458
487,458,486
511,487,486
488,460,459
253,295,255
294,253,254
294,331,296
396,365,364
367,398,368
332,367,333
295,332,333
334,367,332
372,403,397
427,424,396
512,511,536
537,512,536
513,489,512
580,600,579
601,622,600
428,403,433
460,456,433
427,398,428
401,372,371
431,402,401
403,372,402
432,403,402
487,459,458
433,403,432
458,459,432
456,454,428
433,456,428
460,485,456
397,367,366
428,397,403
398,396,368
428,398,397
427,396,398
366,334,331
368,333,367
364,368,396
364,335,368
330,364,365
330,329,364
297,295,333
368,335,333
298,256,255
256,298,260
253,219,254
298,255,297
256,219,255
335,298,297
292,329,330
291,290,329
250,291,292
290,298,329
559,537,558
537,513,512
558,537,536
559,560,538
