0
2
5
10
17
18
28
29
41
43
58
77
101
119
153
189
196
197
201
198
234
273
275
315
324
318
323
320
317
316
322
321
370
418
426
424
429
425
423
483
492
491
480
422
428
427
488
550
117
126
121
120
118
123
122
112
87
86
82
60
59
80
85
73
55
42
37
25
15
9
4
1
1195
1163
1128
1094
1057
1018
979
935
888
843
794
741
686
628
566
506
445
390
343
295
257
222
183
149
1936
1903
1869
1835
1804
1771
1740
1710
1684
1655
1623
1592
1562
1531
1499
1468
1438
1408
1377
1347
1318
1289
1260
1229
2034
2033
2031
2027
2021
2018
2012
2000
2001
1988
1985
1968
1967
1966
1965
1964
1963
1938
1937
1962
1935
1934
1933
1904
556
612
668
723
778
823
870
917
964
1005
1044
1083
1117
1151
1184
1213
1242
1271
1300
1328
1357
1388
1419
1449
1478
1509
1541
1571
1603
1633
1664
1693
1724
1757
1789
1820
1853
1887
1919
1949
1973
1990
2003
2013
2022
2025
2030
2032
