317194.98851074814,317194.90312265826
317195.02718348062,317194.85671887262
317194.80806474673,317195.06298386591
317194.85671887262,317195.02718348062
317194.90312265826,317194.98851074814
317194.94710678118,317194.94710678118
317194.95271303575,317194.86733286985
317195.06298386591,317194.80806474673
317194.65041280544,317195.15189984598
317194.7573378142,317195.09578127228
317194.70472317201,317195.12545602565
317194.59460488701,317195.17501624266
317194.7757845638,317195.02652808389
317194.98473749793,317194.81757515186
317194.81757515186,317194.98473749793
317194.78488275129,317194.95296234707
317194.86634154175,317194.94863771956
317194.90115632385,317194.90115632385
317194.91910000675,317194.83094018756
317195.02652808389,317194.7757845638
317195.09578127228,317194.7573378142
317194.6064337712,317195.11722020799
317194.65041280375,317195.09110652236
317194.70315654937,317195.06397698319
317194.53750305384,317195.19472086651
317194.53315200296,317195.151899844
317194.7192315468,317194.99789994769
317194.7082553574,317194.93929143989
317194.96857543418,317194.7509596608
317194.76198832481,317194.89670135087
317194.81749327335,317194.90930631489
317194.75503862812,317194.8378933121
317194.88919233053,317194.79860840942
317194.85010379541,317194.86565028474
317195.02596824599,317194.7319576976
317195.12545602565,317194.70472317201
317194.99325717782,317194.69711408531
317195.06067751744,317194.68561211496
317194.47931566427,317195.21094181744
317194.42025503778,317195.22361990693
317194.36053668027,317195.2327088741
317194.38913308119,317195.1874119807
317194.56201273348,317195.09797751426
317194.60746146127,317195.04388557171
317194.65041280375,317195.03031319869
317194.50569876685,317195.09151390707
317194.47452160256,317195.151899844
317194.65041280375,317194.96951987495
317194.70981171943,317194.87073316862
317194.70188812475,317194.81372507027
317194.65041280375,317194.90872655332
317194.92277412798,317194.72398838768
317194.79905126896,317194.83014424762
317194.76839509321,317194.7648862002
317194.85295813758,317194.77070566098
317195.09538678889,317194.63926653232
317195.15189984598,317194.65041280544
317194.92176057742,317194.67131266376
317195.0179389235,317194.64326851186
317194.3003784974,317195.2381755542
317194.41589120217,317195.151899844
317194.33041264355,317195.19159336481
317194.35726079973,317195.151899844
317194.23999999999,317195.23999999999
317194.55393677781,317195.05084922968
317194.57605234196,317194.98977269547
317194.5035787088,317195.03890692815
317194.45463401254,317195.08230038849
317194.56905561872,317194.93525803008
317194.69694621814,317194.75913217547
317194.58024804184,317194.88544524973
317194.65041280375,317194.78713990597
317194.65041280375,317194.84793322964
317194.17962150258,317195.2381755542
317194.11946331972,317195.2327088741
317194.86549463723,317194.70720099873
317194.76071943506,317194.71787883819
317194.81672395079,317194.74280291662
317194.87786798837,317194.65607421368
317194.92954233638,317194.61645995901
317195.13009606034,317194.59292094968
317195.06680870749,317194.58839029202
317195.17501624266,317194.59460488701
317194.97520033154,317194.6009249108
317195.01922108606,317194.59606234415
317194.27136240719,317195.1940817943
317194.39963039738,317195.10995907086
317194.29863039934,317195.151899844
317194.3195263808,317195.10114118241
317194.20981074928,317195.19503769872
317194.72718779492,317194.68735883711
317194.52669931436,317194.97893328924
317194.46523636603,317194.99774313642
317194.40377341973,317195.01655298768
317194.52229967632,317194.93622607843
317194.53421311075,317194.88347920205
317194.65041280375,317194.72634658433
317194.61959700158,317194.75632408948
317194.59144047106,317194.83563247143
317194.15041645797,317195.19230435899
317194.09124207823,317195.18775987532
317194.0597449622,317195.22361990693
317194.83720989211,317194.64195870335
317194.74166395847,317194.64174101484
317194.79660025053,317194.67267301073
317194.8787782595,317194.57111902646
317194.93615676177,317194.56219654321
317195.05091377033,317194.54435157677
317195.151899844,317194.53315200296
317195.10829227668,317194.53542909562
317195.19472086651,317194.53750305384
317194.9825850015,317194.51216845319
317194.23999999894,317195.151899844
317194.34231047344,317195.035362839
317194.2668302682,317195.10192281072
317194.28179196594,317195.05038252083
317194.18136959855,317195.151899844
317194.69365615892,317194.65683883603
317194.48486249882,317194.95807907073
317194.42752800923,317194.9502942487
317194.35138086544,317194.97500492906
317194.49317396444,317194.87014471967
317194.53246814251,317194.82333171519
317194.65041280375,317194.66555326065
317194.59216251504,317194.71143421205
317194.5530992347,317194.78099963511
317194.12273919821,317195.151899844
317194.06410879572,317195.151899844
317194.00068433571,317195.21094181744
317194.82139975525,317194.58004150965
317194.70449880033,317194.59304350114
317194.76402125094,317194.58896399086
317194.93227293465,317194.49381390854
317194.85603858723,317194.53163633228
317194.83026534843,317194.49447883305
317195.03820224054,317194.49599344441
317195.08648849098,317194.47793724155
317195.151899844,317194.47452160256
317195.21094181744,317194.47931566427
317195.01171037741,317194.44037834241
317194.9459542933,317194.43895947863
317194.20268974121,317195.10452842142
317194.29039013956,317194.99191969464
317194.23738267669,317195.05015259632
317194.14346711372,317195.10584429477
317194.65041280375,317194.60475993698
317194.29898831522,317194.93345687253
317194.34729648283,317194.91753392265
317194.44391282223,317194.88568802708
317194.39560465049,317194.90161097486
317194.4734958139,317194.81103096105
317194.58961090335,317194.65204363136
317194.53023467114,317194.70410377468
317194.4742456493,317194.74613692699
317194.08898229885,317195.09663318569
317194.00547839538,317195.151899844
