1,0,2
2,3,6
6,5,2
13,7,8
22,19,12
24,23,15
29,22,34
26,16,20
11,6,12
5,6,11
1,5,4
1,2,5
12,13,22
11,12,19
7,13,12
3,7,6
3,8,7
14,13,8
56,72,67
42,56,52
57,59,43
25,32,37
39,38,52
4,9,10
9,5,11
17,9,16
4,5,9
23,22,13
14,23,13
24,36,23
36,35,23
25,37,24
37,50,36
63,51,46
66,81,65
63,66,51
79,62,78
49,48,34
67,72,83
68,67,83
40,53,54
40,39,53
52,56,67
10,17,18
58,48,64
74,58,64
122,94,92
122,123,94
59,56,42
30,43,42
73,72,56
75,73,59
75,93,73
74,75,58
93,91,73
26,17,16
42,38,30
27,17,26
39,27,38
53,39,52
28,27,39
18,17,27
123,154,152
123,122,154
91,93,119
94,74,92
93,94,123
93,75,94
92,121,122
139,118,151
108,137,109
108,136,137
84,108,85
84,107,108
69,84,85
83,86,107
140,167,136
170,140,139
167,137,136
86,91,110
80,81,101
101,92,80
57,41,48
75,57,58
75,59,57
34,35,49
41,29,34
58,57,48
30,29,41
22,35,34
29,20,19
48,41,34
30,20,29
38,26,30
52,38,42
27,26,38
12,6,7
20,11,19
16,9,11
20,16,11
22,29,19
30,26,20
17,10,9
23,14,15
24,15,25
37,51,50
35,22,23
37,46,51
24,37,36
32,46,37
28,18,27
33,21,31
45,33,31
44,45,31
61,47,45
47,46,33
50,35,36
66,50,51
49,35,50
64,49,65
64,48,49
32,21,33
28,39,40
45,44,60
53,52,67
45,47,33
60,76,61
55,60,44
70,87,76
55,70,60
55,71,70
65,81,80
50,65,49
50,66,65
47,63,46
82,79,100
47,62,63
32,33,46
61,62,47
77,95,78
45,60,61
386,425,423
490,489,526
460,459,496
453,454,490
415,416,453
378,334,379
416,378,379
417,416,379
454,453,416
384,347,340
379,413,417
228,262,226
227,258,264
190,227,192
220,258,227
265,303,301
192,227,228
303,342,341
264,294,303
333,342,303
220,227,190
229,226,262
229,193,226
127,156,158
376,373,411
451,413,414
332,373,376
452,487,488
417,451,452
454,417,452
379,375,413
413,376,414
417,413,451
375,376,413
425,462,423
68,83,84
53,68,54
53,67,68
261,297,260
320,281,319
242,222,259
280,242,259
280,243,242
240,244,206
243,240,204
243,277,240
240,277,244
222,242,204
281,277,243
296,319,280
320,314,281
314,282,277
185,184,222
92,101,121
73,91,72
74,94,75
123,119,93
64,65,80
187,154,153
131,162,153
336,381,362
296,335,336
259,296,280
259,298,296
338,382,380
296,298,335
243,204,242
225,224,261
260,225,261
188,224,225
223,188,225
259,223,260
221,188,223
221,183,188
337,339,382
68,84,69
91,86,72
140,170,171
136,107,111
72,86,83
110,139,111
110,118,139
88,87,70
68,69,54
70,76,60
115,87,88
96,76,87
111,107,86
140,111,139
140,136,111
88,71,89
116,88,89
115,96,87
137,168,138
107,84,83
110,111,86
136,108,107
201,238,202
167,201,168
171,205,201
140,171,167
170,151,185
92,74,80
153,122,121
74,64,80
